,Rank_offense,Team,Plays_offense,YDS_offense,Yds/Play_offense,Off TDs_offense,YPG_offense,Rank_defense,Plays_defense,YDS_defense,Yds/Play_defense,Off TDs_defense,Opp TDs,YPG_defense,_merge,Conference,Win_Loss,Games,starting_year
51,72,Marshall,908,"5,117",5.64,42,393.6,25,913,"4,403",4.82,31,33,338.7,both,C-USA,9-4,13,2018
52,94,Maryland,728,"4,457",6.12,38,371.4,63,843,"4,685",5.56,39,42,390.4,both,Big Ten,5-7,12,2018
53,34,Massachusetts,821,"5,251",6.4,49,437.6,123,846,"5,817",6.88,63,68,484.8,both,FBS Independent,4-8,12,2018
54,4,Memphis,"1,028","7,324",7.12,76,523.1,89,"1,069","5,994",5.61,56,59,428.1,both,AAC,8-6,14,2018
55,104,Miami,835,"4,664",5.59,44,358.8,4,843,"3,626",4.3,26,28,278.9,both,FL ,7-6,13,2018
56,93,Miami,818,"4,464",5.46,42,372.0,44,843,"4,418",5.24,40,42,368.2,both,OH ,6-6,12,2018
57,49,Michigan,896,"5,453",6.09,50,419.5,2,781,"3,577",4.58,29,32,275.2,both,Big Ten,10-3,13,2018
58,116,Michigan State,962,"4,447",4.62,26,342.1,10,869,"3,941",4.54,22,24,303.2,both,Big Ten,7-6,13,2018
59,73,Middle Tenn.,992,"5,507",5.55,44,393.4,50,965,"5,290",5.48,44,47,377.9,both,C-USA,8-6,14,2018
60,86,Minnesota,870,"4,935",5.67,43,379.6,54,845,"5,015",5.93,41,42,385.8,both,Big Ten,7-6,13,2018
61,70,Mississippi State,837,"5,166",6.17,48,397.4,1,829,"3,420",4.13,15,15,263.1,both,SEC,8-5,13,2018
62,13,Missouri,"1,004","6,263",6.24,55,481.8,62,889,"5,050",5.68,35,39,388.5,both,SEC,8-5,13,2018
63,26,NC State,979,"5,929",6.06,52,456.1,66,859,"5,104",5.94,36,39,392.6,both,ACC,9-4,13,2018
64,123,NIU,998,"4,512",4.52,32,322.3,40,"1,046","4,998",4.78,33,35,357.0,both,MAC,8-6,14,2018
65,110,Navy,861,"4,536",5.27,42,348.9,86,850,"5,543",6.52,57,60,426.4,both,AAC,3-10,13,2018
66,25,Nebraska,868,"5,474",6.31,44,456.2,94,895,"5,202",5.81,44,47,433.5,both,Big Ten,4-8,12,2018
67,38,Nevada,929,"5,600",6.03,49,430.8,58,959,"5,038",5.25,42,46,387.5,both,Mountain West,8-5,13,2018
68,119,New Mexico,793,"3,965",5.0,38,330.4,119,898,"5,676",6.32,53,56,473.0,both,Mountain West,3-9,12,2018
69,96,New Mexico State,891,"4,446",4.99,30,370.5,120,961,"5,711",5.94,58,63,475.9,both,FBS Independent,3-9,12,2018
70,31,North Carolina,817,"4,863",5.95,33,442.1,105,823,"4,924",5.98,45,49,447.6,both,ACC,2-9,11,2018
71,20,North Texas,966,"5,987",6.2,53,460.5,48,915,"4,870",5.32,38,38,374.6,both,C-USA,9-4,13,2018
72,107,Northwestern,"1,046","4,961",4.74,42,354.4,64,983,"5,472",5.57,35,38,390.9,both,Big Ten,9-5,14,2018
73,32,Notre Dame,954,"5,721",6.0,50,440.1,30,957,"4,516",4.72,26,28,347.4,both,FBS Independent,12-1,13,2018
74,16,Ohio,867,"6,068",7.0,65,466.8,65,834,"5,082",6.09,41,42,390.9,both,MAC,9-4,13,2018
75,2,Ohio State,"1,131","7,498",6.63,74,535.6,72,979,"5,648",5.77,44,46,403.4,both,Big Ten,13-1,14,2018
76,1,Oklahoma,928,"7,984",8.6,85,570.3,114,"1,036","6,353",6.13,61,62,453.8,both,Big 12,12-2,14,2018
77,10,Oklahoma State,"1,011","6,502",6.43,63,500.2,112,974,"5,882",6.04,53,55,452.5,both,Big 12,7-6,13,2018
78,40,Old Dominion,905,"5,133",5.67,45,427.8,118,906,"5,657",6.24,56,59,471.4,both,C-USA,4-8,12,2018
79,9,Ole Miss,860,"6,126",7.12,45,510.5,121,918,"5,801",6.32,51,54,483.4,both,SEC,5-7,12,2018
80,41,Oregon,947,"5,554",5.86,57,427.2,55,956,"5,017",5.25,37,38,385.9,both,Pac-12,9-4,13,2018
81,66,Oregon State,915,"4,857",5.31,40,404.8,128,868,"6,441",7.42,70,76,536.8,both,Pac-12,2-10,12,2018
82,45,Penn State,900,"5,499",6.11,55,423.0,34,965,"4,556",4.72,30,34,350.5,both,Big Ten,9-4,13,2018
83,97,Pittsburgh,887,"5,176",5.84,42,369.7,59,929,"5,426",5.84,48,50,387.6,both,ACC,7-7,14,2018
84,29,Purdue,909,"5,771",6.35,48,443.9,113,982,"5,884",5.99,47,49,452.6,both,Big Ten,6-7,13,2018
85,124,Rice,858,"4,139",4.82,28,318.4,103,842,"5,799",6.89,59,62,446.1,both,C-USA,2-11,13,2018
86,127,Rutgers,772,"3,195",4.14,17,266.3,69,845,"4,818",5.7,46,49,401.5,both,Big Ten,1-11,12,2018
87,80,SMU,869,"4,646",5.35,45,387.2,91,931,"5,158",5.54,45,54,429.8,both,AAC,5-7,12,2018
88,111,San Diego State,831,"4,535",5.46,30,348.8,21,854,"4,350",5.09,34,35,334.6,both,Mountain West,7-6,13,2018
89,122,San Jose State,805,"3,884",4.82,29,323.7,125,955,"5,941",6.22,54,57,495.1,both,Mountain West,1-11,12,2018
90,105,South Alabama,810,"4,263",5.26,36,355.3,107,804,"5,384",6.7,59,61,448.7,both,Sun Belt,3-9,12,2018
91,43,South Carolina,887,"5,533",6.24,47,425.6,84,991,"5,516",5.57,41,42,424.3,both,SEC,7-6,13,2018
92,33,South Fla.,949,"5,690",6.0,43,437.7,104,994,"5,806",5.84,51,53,446.6,both,AAC,7-6,13,2018
93,83,Southern California,794,"4,591",5.78,35,382.6,60,868,"4,656",5.36,40,42,388.0,both,Pac-12,5-7,12,2018
94,99,Southern Miss.,788,"4,044",5.13,30,367.6,3,672,"3,062",4.56,23,27,278.4,both,C-USA,6-5,11,2018
95,85,Stanford,808,"4,953",6.13,45,381.0,78,942,"5,331",5.66,31,33,410.1,both,Pac-12,9-4,13,2018
96,19,Syracuse,"1,063","6,042",5.68,60,464.8,87,951,"5,545",5.83,40,42,426.5,both,ACC,10-3,13,2018
97,98,TCU,904,"4,785",5.29,32,368.1,24,906,"4,397",4.85,36,38,338.2,both,Big 12,7-6,13,2018
98,60,Temple,937,"5,324",5.68,48,409.5,47,"1,036","4,843",4.67,45,47,372.5,both,AAC,8-5,13,2018
99,121,Tennessee,716,"3,906",5.46,30,325.5,49,799,"4,529",5.67,41,42,377.4,both,SEC,5-7,12,2018
100,57,Texas,"1,045","5,758",5.51,52,411.3,67,982,"5,499",5.6,44,44,392.8,both,Big 12,10-4,14,2018
101,15,Texas A&M,980,"6,131",6.26,53,471.6,32,785,"4,529",5.77,40,43,348.4,both,SEC,9-4,13,2018
102,120,Texas State,778,"3,963",5.09,30,330.3,53,869,"4,607",5.3,34,39,383.9,both,Sun Belt,3-9,12,2018
103,12,Texas Tech,972,"5,822",5.99,54,485.2,108,905,"5,387",5.95,44,47,448.9,both,Big 12,5-7,12,2018
104,30,Toledo,927,"5,770",6.22,62,443.8,93,963,"5,620",5.84,51,54,432.3,both,MAC,7-6,13,2018
105,79,Troy,857,"5,062",5.91,46,389.4,31,896,"4,523",5.05,35,38,347.9,both,Sun Belt,10-3,13,2018
106,69,Tulane,904,"5,214",5.77,44,401.1,75,951,"5,288",5.56,45,46,406.8,both,AAC,7-6,13,2018
107,90,Tulsa,899,"4,531",5.04,36,377.6,76,869,"4,892",5.63,37,43,407.7,both,AAC,3-9,12,2018
108,64,UAB,963,"5,680",5.9,50,405.7,9,875,"4,189",4.79,27,28,299.2,both,C-USA,11-3,14,2018
109,5,UCF,986,"6,795",6.89,72,522.7,95,"1,031","5,638",5.47,33,35,433.7,both,AAC,12-1,13,2018
110,74,UCLA,854,"4,711",5.52,33,392.6,102,891,"5,339",5.99,50,52,444.9,both,Pac-12,3-9,12,2018
111,88,UConn,851,"4,541",5.34,36,378.4,129,841,"7,409",8.81,78,81,617.4,both,AAC,1-11,12,2018
112,52,ULM,801,"4,978",6.21,39,414.8,90,817,"5,157",6.31,44,49,429.8,both,Sun Belt,6-6,12,2018
113,77,UNLV,892,"4,694",5.26,47,391.2,115,843,"5,450",6.47,53,55,454.2,both,Mountain West,4-8,12,2018
114,125,UTEP,751,"3,692",4.92,27,307.7,68,797,"4,736",5.94,43,49,394.7,both,C-USA,1-11,12,2018
115,129,UTSA,758,"2,965",3.91,16,247.1,96,815,"5,226",6.41,45,47,435.5,both,C-USA,3-9,12,2018
116,71,Utah,971,"5,541",5.71,42,395.8,14,956,"4,418",4.62,32,35,315.6,both,Pac-12,9-5,14,2018
117,11,Utah State,945,"6,466",6.84,69,497.4,51,986,"4,933",5.0,30,33,379.5,both,Mountain West,11-2,13,2018
118,58,Vanderbilt,850,"5,346",6.29,46,411.2,99,929,"5,706",6.14,41,41,438.9,both,SEC,6-7,13,2018
119,81,Virginia,857,"5,003",5.84,45,384.8,20,815,"4,297",5.27,27,30,330.5,both,ACC,8-5,13,2018
120,39,Virginia Tech,949,"5,566",5.87,48,428.2,98,892,"5,703",6.39,51,53,438.7,both,ACC,6-7,13,2018
121,28,Wake Forest,"1,067","5,847",5.48,46,449.8,116,"1,015","5,962",5.87,57,59,458.6,both,ACC,7-6,13,2018
122,54,Washington,969,"5,805",5.99,45,414.6,12,918,"4,287",4.67,25,26,306.2,both,Pac-12,10-4,14,2018
123,27,Washington State,958,"5,869",6.13,63,451.5,42,838,"4,674",5.58,38,38,359.5,both,Pac-12,11-2,13,2018
124,8,West Virginia,870,"6,147",7.07,60,512.3,74,839,"4,876",5.81,39,41,406.3,both,Big 12,8-4,12,2018
125,101,Western Ky.,870,"4,364",5.02,30,363.7,82,862,"5,059",5.87,36,37,421.6,both,C-USA,3-9,12,2018
126,35,Western Mich.,962,"5,679",5.9,52,436.8,57,813,"5,026",6.18,57,60,386.6,both,MAC,7-6,13,2018
127,36,Wisconsin,875,"5,604",6.4,51,431.1,29,814,"4,474",5.5,31,33,344.2,both,Big Ten,8-5,13,2018
128,118,Wyoming,771,"3,969",5.15,27,330.8,19,818,"3,914",4.78,32,33,326.2,both,Mountain West,6-6,12,2018
