,Rank_offense,Team,Plays_offense,YDS_offense,Yds/Play_offense,Off TDs_offense,YPG_offense,Rank_defense,Plays_defense,YDS_defense,Yds/Play_defense,Off TDs_defense,Opp TDs,YPG_defense,_merge,Conference,Win_Loss,Games,starting_year
16,36,Buffalo,828,"5,183",6.26,42,431.9,71,870,"4,778",5.49,39,39,398.2,both,MAC,6-6,12,2017
17,89,California,892,"4,614",5.17,36,384.5,95,888,"5,159",5.81,39,40,429.9,both,Pac-12,5-7,12,2017
18,77,Central Mich.,923,"5,067",5.49,46,389.8,49,959,"4,820",5.03,40,44,370.8,both,MAC,8-5,13,2017
19,123,Charlotte,740,"3,638",4.92,23,303.2,110,886,"5,455",6.16,44,51,454.6,both,C-USA,1-11,12,2017
20,101,Cincinnati,805,"4,221",5.24,31,351.8,94,879,"5,142",5.85,42,46,428.5,both,AAC,4-8,12,2017
21,38,Clemson,"1,048","6,014",5.74,57,429.6,4,908,"3,874",4.27,21,22,276.7,both,ACC,12-2,14,2017
22,48,Colorado,909,"5,011",5.51,36,417.6,109,884,"5,407",6.12,40,42,450.6,both,Pac-12,5-7,12,2017
23,11,Colorado State,977,"6,402",6.55,55,492.5,97,892,"5,611",6.29,43,46,431.6,both,Mountain West,7-6,13,2017
24,88,Duke,"1,016","5,002",4.92,38,384.8,21,828,"4,324",5.22,32,34,332.6,both,ACC,7-6,13,2017
25,42,East Carolina,939,"5,107",5.44,36,425.6,129,842,"6,500",7.72,67,73,541.7,both,AAC,3-9,12,2017
26,83,Eastern Mich.,857,"4,643",5.42,35,386.9,39,817,"4,363",5.34,33,35,363.6,both,MAC,5-7,12,2017
27,73,FIU,890,"5,100",5.73,39,392.3,83,896,"5,394",6.02,47,47,414.9,both,C-USA,8-5,13,2017
28,9,Fla. Atlantic,"1,026","6,977",6.8,73,498.4,63,"1,051","5,454",5.19,40,40,389.6,both,C-USA,11-3,14,2017
29,109,Florida,712,"3,695",5.19,25,335.9,31,670,"3,842",5.73,32,36,349.3,both,SEC,4-7,11,2017
30,100,Florida State,808,"4,575",5.66,39,351.9,18,906,"4,304",4.75,34,34,331.1,both,ACC,7-6,13,2017
31,72,Fresno State,952,"5,501",5.78,41,392.9,15,924,"4,488",4.86,27,30,320.6,both,Mountain West,10-4,14,2017
32,113,Ga. Southern,839,"3,988",4.75,27,332.3,80,746,"4,925",6.6,49,52,410.4,both,Sun Belt,2-10,12,2017
33,32,Georgia,975,"6,529",6.7,66,435.3,6,943,"4,424",4.69,27,28,294.9,both,SEC,13-2,15,2017
34,81,Georgia State,852,"4,656",5.46,27,388.0,61,802,"4,654",5.8,37,38,387.8,both,Sun Belt,7-5,12,2017
35,74,Georgia Tech,751,"4,308",5.74,40,391.6,33,706,"3,897",5.52,32,35,354.3,both,ACC,5-6,11,2017
36,63,Hawaii,843,"4,832",5.73,34,402.7,114,814,"5,505",6.76,52,55,458.8,both,Mountain West,3-9,12,2017
37,40,Houston,857,"5,138",6.0,41,428.2,88,944,"5,066",5.37,29,32,422.2,both,AAC,7-5,12,2017
38,104,Idaho,824,"4,194",5.09,31,349.5,64,835,"4,685",5.61,35,36,390.4,both,Sun Belt,4-8,12,2017
39,126,Illinois,725,"3,365",4.64,19,280.4,85,887,"5,021",5.66,47,50,418.4,both,Big Ten,2-10,12,2017
40,70,Indiana,951,"4,749",4.99,36,395.8,27,829,"4,081",4.92,36,39,340.1,both,Big Ten,5-7,12,2017
41,116,Iowa,836,"4,283",5.12,44,329.5,36,914,"4,647",5.08,29,30,357.5,both,Big Ten,8-5,13,2017
42,86,Iowa State,904,"5,018",5.55,43,386.0,43,882,"4,760",5.4,33,34,366.2,both,Big 12,8-5,13,2017
43,117,Kansas,851,"3,948",4.64,25,329.0,117,873,"5,620",6.44,62,68,468.3,both,Big 12,1-11,12,2017
44,95,Kansas State,789,"4,843",6.14,45,372.5,90,953,"5,548",5.82,40,40,426.8,both,Big 12,8-5,13,2017
45,127,Kent State,754,"3,302",4.38,18,275.2,77,789,"4,900",6.21,50,56,408.3,both,MAC,2-10,12,2017
46,103,Kentucky,818,"4,548",5.56,37,349.8,91,893,"5,550",6.22,44,46,426.9,both,SEC,7-6,13,2017
47,54,LSU,863,"5,344",6.19,42,411.1,12,811,"4,108",5.07,27,27,316.0,both,SEC,9-4,13,2017
48,65,Louisiana,828,"4,782",5.78,43,398.5,123,899,"5,912",6.58,60,64,492.7,both,Sun Belt,5-7,12,2017
49,62,Louisiana Tech,915,"5,239",5.73,39,403.0,60,897,"5,012",5.59,38,41,385.5,both,C-USA,7-6,13,2017
50,3,Louisville,959,"7,084",7.39,62,544.9,62,899,"5,045",5.61,42,47,388.1,both,ACC,8-5,13,2017
51,92,Marshall,898,"4,938",5.5,39,379.8,28,897,"4,442",4.95,31,32,341.7,both,C-USA,8-5,13,2017
52,119,Maryland,754,"3,880",5.15,34,323.3,86,896,"5,033",5.62,52,59,419.4,both,Big Ten,4-8,12,2017
53,35,Massachusetts,865,"5,194",6.0,45,432.8,75,844,"4,859",5.76,44,47,404.9,both,FBS Independent,4-8,12,2017
54,4,Memphis,941,"6,917",7.35,72,532.1,116,"1,054","6,061",5.75,56,56,466.2,both,AAC,10-3,13,2017
55,60,Miami,840,"5,243",6.24,45,403.3,38,989,"4,717",4.77,29,30,362.8,both,FL ,10-3,13,2017
56,90,Miami,831,"4,603",5.54,36,383.6,45,814,"4,411",5.42,32,37,367.6,both,OH ,5-7,12,2017
57,105,Michigan,875,"4,536",5.18,35,348.9,3,779,"3,523",4.52,27,30,271.0,both,Big Ten,8-5,13,2017
58,91,Michigan State,971,"4,980",5.13,38,383.1,7,794,"3,869",4.87,27,31,297.6,both,Big Ten,10-3,13,2017
59,71,Middle Tenn.,900,"5,114",5.68,38,393.4,35,939,"4,645",4.95,37,39,357.3,both,C-USA,7-6,13,2017
60,122,Minnesota,758,"3,702",4.88,29,308.5,30,754,"4,160",5.52,35,36,346.7,both,Big Ten,5-7,12,2017
61,46,Mississippi State,987,"5,442",5.51,47,418.6,10,761,"3,982",5.23,31,34,306.3,both,SEC,9-4,13,2017
62,8,Missouri,916,"6,528",7.13,60,502.2,82,962,"5,383",5.6,47,50,414.1,both,SEC,7-6,13,2017
63,25,NC State,981,"5,873",5.99,52,451.8,58,898,"4,995",5.56,37,40,384.2,both,ACC,9-4,13,2017
64,93,NIU,963,"4,911",5.1,43,377.8,26,953,"4,401",4.62,30,33,338.5,both,MAC,8-5,13,2017
65,39,Navy,924,"5,573",6.03,52,428.7,48,780,"4,814",6.17,41,43,370.3,both,AAC,7-6,13,2017
66,87,Nebraska,827,"4,620",5.59,36,385.0,100,826,"5,234",6.34,52,58,436.2,both,Big Ten,4-8,12,2017
67,67,Nevada,813,"4,771",5.87,42,397.6,119,924,"5,656",6.12,48,51,471.3,both,Mountain West,3-9,12,2017
68,99,New Mexico,784,"4,314",5.5,29,359.5,70,779,"4,776",6.13,48,50,398.0,both,Mountain West,3-9,12,2017
69,28,New Mexico State,998,"5,810",5.82,47,446.9,74,972,"5,211",5.36,46,50,400.8,both,Independent,7-6,13,2017
70,96,North Carolina,834,"4,435",5.32,38,369.6,98,895,"5,233",5.85,43,48,436.1,both,ACC,3-9,12,2017
71,24,North Texas,"1,037","6,371",6.14,60,455.1,96,"1,013","6,040",5.96,59,63,431.4,both,C-USA,9-5,14,2017
72,55,Northwestern,998,"5,304",5.31,47,408.0,34,926,"4,644",5.02,31,33,357.2,both,Big Ten,10-3,13,2017
73,27,Notre Dame,912,"5,827",6.39,55,448.2,46,951,"4,799",5.05,32,34,369.2,both,FBS Independent,10-3,13,2017
74,34,Ohio,875,"5,630",6.43,64,433.1,50,912,"4,831",5.3,36,38,371.6,both,MAC,9-4,13,2017
75,7,Ohio State,"1,029","7,084",6.88,73,506.0,9,948,"4,213",4.44,29,35,300.9,both,Big Ten,12-2,14,2017
76,1,Oklahoma,979,"8,114",8.29,80,579.6,67,947,"5,529",5.84,47,47,394.9,both,Big 12,12-2,14,2017
77,2,Oklahoma State,"1,008","7,396",7.34,71,568.9,79,966,"5,321",5.51,42,48,409.3,both,Big 12,10-3,13,2017
78,113,Old Dominion,811,"3,988",4.92,26,332.3,92,885,"5,132",5.8,49,51,427.7,both,C-USA,5-7,12,2017
79,18,Ole Miss,804,"5,548",6.9,47,462.3,115,895,"5,514",6.16,47,51,459.5,both,SEC,6-6,12,2017
80,30,Oregon,939,"5,732",6.1,58,440.9,46,946,"4,799",5.07,44,47,369.2,both,Pac-12,7-6,13,2017
81,112,Oregon State,773,"4,005",5.18,29,333.8,120,859,"5,677",6.61,64,67,473.1,both,Pac-12,1-11,12,2017
82,19,Penn State,909,"5,984",6.58,68,460.3,17,898,"4,283",4.77,27,27,329.5,both,Big Ten,11-2,13,2017
83,97,Pittsburgh,822,"4,394",5.35,33,366.2,69,798,"4,759",5.96,38,41,396.6,both,ACC,5-7,12,2017
84,61,Purdue,938,"5,240",5.59,39,403.1,52,926,"4,881",5.27,31,32,375.5,both,Big Ten,7-6,13,2017
85,115,Rice,732,"3,982",5.44,26,331.8,89,795,"5,110",6.43,50,55,425.8,both,C-USA,1-11,12,2017
86,128,Rutgers,711,"3,152",4.43,26,262.7,72,836,"4,783",5.72,40,41,398.6,both,Big Ten,4-8,12,2017
87,15,SMU,973,"6,220",6.39,61,478.5,121,940,"6,197",6.59,59,62,476.7,both,AAC,7-6,13,2017
88,64,San Diego State,827,"5,202",6.29,46,400.2,11,804,"4,088",5.08,31,34,314.5,both,Mountain West,10-3,13,2017
89,120,San Jose State,898,"4,135",4.6,21,318.1,124,"1,045","6,491",6.21,65,70,499.3,both,Mountain West,2-11,13,2017
90,111,South Alabama,786,"4,012",5.1,25,334.3,84,852,"5,013",5.88,36,38,417.8,both,Sun Belt,4-8,12,2017
91,108,South Carolina,802,"4,382",5.46,34,337.1,44,924,"4,772",5.16,29,30,367.1,both,SEC,9-4,13,2017
92,6,South Fla.,"1,001","6,156",6.15,55,513.0,37,892,"4,317",4.84,34,37,359.8,both,AAC,10-2,12,2017
93,13,Southern California,"1,034","6,777",6.55,55,484.1,68,985,"5,539",5.62,42,46,395.6,both,Pac-12,11-3,14,2017
94,43,Southern Miss.,937,"5,520",5.89,43,424.6,20,855,"4,315",5.05,37,40,331.9,both,C-USA,8-5,13,2017
95,79,Stanford,843,"5,441",6.45,54,388.6,76,949,"5,672",5.98,38,39,405.1,both,Pac-12,9-5,14,2017
96,23,Syracuse,"1,027","5,476",5.33,36,456.3,105,832,"5,328",6.4,47,49,444.0,both,ACC,4-8,12,2017
97,45,TCU,963,"5,869",6.09,55,419.2,19,916,"4,640",5.07,31,32,331.4,both,Big 12,11-3,14,2017
98,80,Temple,914,"5,046",5.52,36,388.2,56,919,"4,959",5.4,39,40,381.5,both,AAC,7-6,13,2017
99,124,Tennessee,732,"3,493",4.77,25,291.1,81,834,"4,955",5.94,44,45,412.9,both,SEC,4-8,12,2017
100,66,Texas,"1,006","5,180",5.15,42,398.5,41,916,"4,753",5.19,31,33,365.6,both,Big 12,7-6,13,2017
101,56,Texas A&M,955,"5,289",5.54,48,406.8,78,943,"5,310",5.63,47,51,408.5,both,SEC,7-6,13,2017
102,107,Texas State,854,"4,077",4.77,26,339.8,102,852,"5,267",6.18,42,48,438.9,both,Sun Belt,2-10,12,2017
103,16,Texas Tech,"1,000","6,170",6.17,54,474.6,104,998,"5,769",5.78,49,52,443.8,both,Big 12,6-7,13,2017
104,14,Toledo,981,"6,775",6.91,60,483.9,59,958,"5,390",5.63,47,48,385.0,both,MAC,11-3,14,2017
105,46,Troy,872,"5,442",6.24,49,418.6,24,916,"4,381",4.78,27,30,337.0,both,Sun Belt,11-2,13,2017
106,75,Tulane,816,"4,698",5.76,43,391.5,98,783,"5,233",6.68,45,47,436.1,both,AAC,5-7,12,2017
107,44,Tulsa,884,"5,044",5.71,42,420.3,127,868,"6,347",7.31,56,58,528.9,both,AAC,2-10,12,2017
108,98,UAB,872,"4,728",5.42,43,363.7,41,882,"4,753",5.39,37,39,365.6,both,C-USA,8-5,13,2017
109,5,UCF,924,"6,896",7.46,77,530.5,93,969,"5,563",5.74,40,43,427.9,both,AAC,13-0,13,2017
110,22,UCLA,932,"5,952",6.39,50,457.8,122,"1,004","6,288",6.26,54,58,483.7,both,Pac-12,6-7,13,2017
111,50,UConn,907,"4,982",5.49,35,415.2,126,920,"6,228",6.77,60,61,519.0,both,AAC,3-9,12,2017
112,21,ULM,863,"5,496",6.37,49,458.0,128,880,"6,385",7.26,64,67,532.1,both,Sun Belt,4-8,12,2017
113,41,UNLV,827,"5,125",6.2,39,427.1,113,878,"5,504",6.27,48,49,458.7,both,Mountain West,5-7,12,2017
114,129,UTEP,676,"2,766",4.09,16,230.5,107,859,"5,359",6.24,56,60,446.6,both,C-USA,0-12,12,2017
115,82,UTSA,754,"4,261",5.65,26,387.4,5,636,"3,166",4.98,23,24,287.8,both,C-USA,6-5,11,2017
116,52,Utah,953,"5,374",5.64,40,413.4,25,868,"4,399",5.07,31,33,338.4,both,Pac-12,7-6,13,2017
117,68,Utah State,920,"5,166",5.62,41,397.4,73,"1,002","5,185",5.17,37,43,398.8,both,Mountain West,6-7,13,2017
118,102,Vanderbilt,751,"4,209",5.6,41,350.8,65,807,"4,717",5.85,46,48,393.1,both,SEC,5-7,12,2017
119,106,Virginia,908,"4,449",4.9,35,342.2,40,879,"4,746",5.4,43,49,365.1,both,ACC,6-7,13,2017
120,53,Virginia Tech,996,"5,367",5.39,40,412.8,13,820,"4,151",5.06,23,24,319.3,both,ACC,9-4,13,2017
121,17,Wake Forest,963,"6,055",6.29,55,465.8,112,"1,069","5,945",5.56,44,45,457.3,both,ACC,8-5,13,2017
122,58,Washington,821,"5,271",6.42,56,405.5,8,876,"3,874",4.42,21,24,298.0,both,Pac-12,10-3,13,2017
123,33,Washington State,"1,016","5,653",5.56,45,434.8,16,820,"4,203",5.13,37,41,323.3,both,Pac-12,9-4,13,2017
124,20,West Virginia,941,"5,975",6.35,55,459.6,106,944,"5,792",6.14,50,50,445.5,both,Big 12,7-6,13,2017
125,69,Western Ky.,968,"5,146",5.32,42,395.8,53,888,"4,903",5.52,38,42,377.2,both,C-USA,6-7,13,2017
126,78,Western Mich.,856,"4,675",5.46,45,389.6,55,806,"4,542",5.64,45,47,378.5,both,MAC,6-6,12,2017
127,51,Wisconsin,954,"5,810",6.09,53,415.0,2,831,"3,669",4.42,18,21,262.1,both,Big Ten,13-1,14,2017
128,125,Wyoming,794,"3,718",4.68,31,286.0,23,933,"4,358",4.67,27,27,335.2,both,Mountain West,8-5,13,2017
