,Rank_offense,Team,Plays_offense,YDS_offense,Yds/Play_offense,Off TDs_offense,YPG_offense,Rank_defense,Plays_defense,YDS_defense,Yds/Play_defense,Off TDs_defense,Opp TDs,YPG_defense,_merge,Conference,Win_Loss,Games,starting_year
20,80,Cincinnati,841,"4,840",5.76,41,372.3,28,944,"4,361",4.62,33,33,335.5,both,AAC,9-4,13,2022
21,47,Clemson,"1,026","5,744",5.6,55,410.3,27,930,"4,682",5.03,33,36,334.4,both,ACC,11-3,14,2022
22,50,Coastal Carolina,874,"5,271",6.03,49,405.5,101,842,"5,434",6.45,50,51,418.0,both,Sun Belt,9-4,13,2022
23,127,Colorado,747,"3,375",4.52,21,281.2,129,850,"6,117",7.2,70,72,509.8,both,Pac-12,1-11,12,2022
24,125,Colorado State,707,"3,429",4.85,16,285.8,41,828,"4,260",5.14,39,41,355.0,both,Mountain West,3-9,12,2022
25,43,Duke,884,"5,404",6.11,51,415.7,67,890,"4,921",5.53,35,36,378.5,both,ACC,9-4,13,2022
26,23,East Carolina,906,"5,994",6.62,53,461.1,86,861,"5,256",6.1,42,44,404.3,both,AAC,8-5,13,2022
27,88,Eastern Mich.,895,"4,741",5.3,48,364.7,65,872,"4,901",5.62,46,47,377.0,both,MAC,9-4,13,2022
28,116,FIU,824,"3,885",4.71,27,323.8,119,897,"5,425",6.05,55,58,452.1,both,CUSA,4-8,12,2022
29,46,Fla. Atlantic,870,"4,938",5.68,44,411.5,106,845,"5,097",6.03,40,41,424.8,both,CUSA,5-7,12,2022
30,37,Florida,838,"5,513",6.58,47,424.1,96,903,"5,343",5.92,46,48,411.0,both,SEC,6-7,13,2022
31,10,Florida State,904,"6,295",6.96,61,484.2,14,863,"4,183",4.85,32,32,321.8,both,ACC,10-3,13,2022
32,52,Fresno State,939,"5,639",6.01,50,402.8,30,924,"4,745",5.14,31,31,338.9,both,Mountain West,10-4,14,2022
33,18,Ga. Southern,982,"6,067",6.18,51,466.7,128,975,"6,341",6.5,48,49,487.8,both,Sun Belt,6-7,13,2022
34,5,Georgia,"1,049","7,518",7.17,75,501.2,9,912,"4,452",4.88,22,23,296.8,both,SEC,15-0,15,2022
35,42,Georgia State,875,"5,005",5.72,44,417.1,83,836,"4,792",5.73,44,49,399.3,both,Sun Belt,4-8,12,2022
36,114,Georgia Tech,807,"3,898",4.83,23,324.8,84,866,"4,812",5.56,37,42,401.0,both,ACC,5-7,12,2022
37,103,Hawaii,896,"4,456",4.97,29,342.8,116,863,"5,696",6.6,49,55,438.2,both,Mountain West,3-10,13,2022
38,25,Houston,902,"5,926",6.57,57,455.8,104,928,"5,483",5.91,50,52,421.8,both,AAC,8-5,13,2022
39,73,Illinois,938,"4,914",5.24,33,378.0,3,810,"3,556",4.39,15,16,273.5,both,Big Ten,8-5,13,2022
40,109,Indiana,879,"3,939",4.48,31,328.2,118,916,"5,391",5.89,49,53,449.2,both,Big Ten,4-8,12,2022
41,129,Iowa,771,"3,270",4.24,19,251.5,2,883,"3,520",3.99,17,18,270.8,both,Big Ten,8-5,13,2022
42,82,Iowa State,872,"4,437",5.09,29,369.8,4,725,"3,427",4.73,28,30,285.6,both,Big 12,4-8,12,2022
43,31,Kansas,817,"5,702",6.98,61,438.6,126,992,"6,100",6.15,58,58,469.2,both,Big 12,6-7,13,2022
44,40,Kansas State,958,"5,863",6.12,53,418.8,63,948,"5,252",5.54,36,37,375.1,both,Big 12,10-4,14,2022
45,41,Kent State,866,"5,007",5.78,40,417.2,112,898,"5,199",5.79,42,42,433.2,both,MAC,5-7,12,2022
46,115,Kentucky,813,"4,221",5.19,30,324.7,11,780,"4,048",5.19,26,29,311.4,both,SEC,7-6,13,2022
47,28,LSU,997,"6,344",6.36,62,453.1,40,930,"4,964",5.34,35,38,354.6,both,SEC,10-4,14,2022
48,65,Liberty,889,"5,062",5.69,45,389.4,35,906,"4,496",4.96,36,39,345.8,both,FBS Independent,8-5,13,2022
49,89,Louisiana,898,"4,736",5.27,37,364.3,49,888,"4,702",5.3,36,38,361.7,both,Sun Belt,6-7,13,2022
50,62,Louisiana Tech,833,"4,704",5.65,39,392.0,125,863,"5,625",6.52,54,58,468.8,both,CUSA,3-9,12,2022
51,48,Louisville,886,"5,280",5.96,38,406.2,23,848,"4,292",5.06,30,30,330.2,both,ACC,8-5,13,2022
52,57,Marshall,963,"5,173",5.37,36,397.9,7,840,"3,829",4.56,22,25,294.5,both,Sun Belt,9-4,13,2022
53,54,Maryland,915,"5,220",5.7,44,401.5,42,926,"4,642",5.01,33,34,357.1,both,Big Ten,8-5,13,2022
54,128,Massachusetts,797,"3,189",4.0,14,265.8,54,731,"4,435",6.07,46,48,369.6,both,FBS Independent,1-11,12,2022
55,38,Memphis,947,"5,478",5.78,53,421.4,50,898,"4,724",5.26,41,44,363.4,both,AAC,7-6,13,2022
56,85,Miami,826,"4,403",5.33,30,366.9,64,761,"4,519",5.94,38,40,376.6,both,FL ,5-7,12,2022
57,121,Miami,820,"3,973",4.85,29,305.6,60,897,"4,851",5.41,34,35,373.2,both,OH ,6-7,13,2022
58,24,Michigan,970,"6,423",6.62,65,458.8,5,879,"4,090",4.65,21,25,292.1,both,Big Ten,13-1,14,2022
59,96,Michigan State,773,"4,236",5.48,39,353.0,100,860,"4,998",5.81,40,41,416.5,both,Big Ten,5-7,12,2022
60,77,Middle Tenn.,965,"4,853",5.03,41,373.3,95,962,"5,323",5.53,43,46,409.5,both,CUSA,8-5,13,2022
61,64,Minnesota,862,"5,064",5.87,45,389.5,8,769,"3,831",4.98,18,18,294.7,both,Big Ten,9-4,13,2022
62,61,Mississippi State,929,"5,108",5.5,48,392.9,34,870,"4,479",5.15,35,36,344.5,both,SEC,9-4,13,2022
63,81,Missouri,886,"4,807",5.43,34,369.8,33,840,"4,419",5.26,37,41,339.9,both,SEC,6-7,13,2022
64,104,NC State,913,"4,418",4.84,31,339.8,18,851,"4,250",4.99,28,29,326.9,both,ACC,8-5,13,2022
65,78,NIU,806,"4,477",5.55,37,373.1,79,807,"4,748",5.88,46,50,395.7,both,MAC,3-9,12,2022
66,110,Navy,834,"3,922",4.7,31,326.8,31,703,"4,068",5.79,32,34,339.0,both,AAC,4-8,12,2022
67,101,Nebraska,760,"4,130",5.43,34,344.2,99,907,"4,973",5.48,40,41,414.4,both,Big Ten,4-8,12,2022
68,122,Nevada,825,"3,656",4.43,26,304.7,80,814,"4,754",5.84,40,45,396.2,both,Mountain West,2-10,12,2022
69,130,New Mexico,694,"2,737",3.94,15,228.1,45,780,"4,322",5.54,34,38,360.2,both,Mountain West,2-10,12,2022
70,108,New Mexico State,758,"4,298",5.67,43,330.6,29,872,"4,372",5.01,35,37,336.3,both,FBS Independent,7-6,13,2022
71,19,North Carolina,"1,034","6,479",6.27,62,462.8,115,995,"6,111",6.14,56,57,436.5,both,ACC,9-5,14,2022
72,21,North Texas,968,"6,465",6.68,58,461.8,120,"1,059","6,438",6.08,50,55,459.9,both,CUSA,7-7,14,2022
73,106,Northwestern,886,"4,025",4.54,21,335.4,62,809,"4,497",5.56,41,43,374.8,both,Big Ten,1-11,12,2022
74,59,Notre Dame,870,"5,150",5.92,50,396.2,21,831,"4,281",5.15,36,39,329.3,both,FBS Independent,9-4,13,2022
75,39,Ohio,957,"5,897",6.16,51,421.2,108,971,"5,977",6.16,48,49,426.9,both,MAC,10-4,14,2022
76,9,Ohio State,876,"6,379",7.28,72,490.7,13,807,"4,180",5.18,31,33,321.5,both,Big Ten,11-2,13,2022
77,13,Oklahoma,988,"6,162",6.24,55,474.0,121,"1,043","5,993",5.75,49,49,461.0,both,Big 12,6-7,13,2022
78,51,Oklahoma State,"1,000","5,266",5.27,44,405.1,114,992,"5,664",5.71,47,47,435.7,both,Big 12,7-6,13,2022
79,105,Old Dominion,732,"4,073",5.56,27,339.4,117,927,"5,311",5.73,36,37,442.6,both,Sun Belt,3-9,12,2022
80,8,Ole Miss,"1,001","6,453",6.45,55,496.4,74,947,"5,042",5.32,40,41,387.8,both,SEC,8-5,13,2022
81,6,Oregon,940,"6,507",6.92,64,500.5,70,855,"4,955",5.8,41,43,381.2,both,Pac-12,10-3,13,2022
82,60,Oregon State,846,"5,148",6.09,52,396.0,24,834,"4,326",5.19,28,31,332.8,both,Pac-12,10-3,13,2022
83,33,Penn State,911,"5,637",6.19,57,433.6,16,912,"4,205",4.61,26,28,323.5,both,Big Ten,11-2,13,2022
84,49,Pittsburgh,912,"5,275",5.78,43,405.8,22,833,"4,289",5.15,36,39,329.9,both,ACC,9-4,13,2022
85,55,Purdue,"1,049","5,597",5.34,43,399.8,52,890,"5,137",5.77,47,50,366.9,both,Big Ten,8-6,14,2022
86,75,Rice,862,"4,867",5.65,40,374.4,75,784,"5,080",6.48,50,57,390.8,both,CUSA,5-8,13,2022
87,126,Rutgers,763,"3,385",4.44,22,282.1,37,810,"4,196",5.18,38,45,349.7,both,Big Ten,4-8,12,2022
88,14,SMU,"1,005","6,147",6.12,62,472.8,111,934,"5,605",6.0,55,56,431.2,both,AAC,7-6,13,2022
89,113,San Diego State,814,"4,224",5.19,26,324.9,15,852,"4,195",4.92,34,34,322.7,both,Mountain West,7-6,13,2022
90,84,San Jose State,774,"4,419",5.71,42,368.2,32,804,"4,079",5.07,30,33,339.9,both,Mountain West,7-5,12,2022
91,36,South Alabama,951,"5,517",5.8,47,424.4,25,837,"4,333",5.18,30,32,333.3,both,Sun Belt,10-3,13,2022
92,71,South Carolina,832,"4,925",5.92,50,378.8,87,926,"5,261",5.68,47,48,404.7,both,SEC,8-5,13,2022
93,63,South Fla.,767,"4,690",6.11,43,390.8,130,835,"6,199",7.42,62,64,516.6,both,AAC,1-11,12,2022
94,3,Southern California,988,"7,092",7.18,73,506.6,105,909,"5,935",6.53,54,54,423.9,both,Pac-12,11-3,14,2022
95,99,Southern Miss.,825,"4,541",5.5,35,349.3,58,896,"4,838",5.4,36,36,372.2,both,Sun Belt,7-6,13,2022
96,91,Stanford,824,"4,339",5.27,29,361.6,113,794,"5,209",6.56,47,50,434.1,both,Pac-12,3-9,12,2022
97,75,Syracuse,814,"4,867",5.98,40,374.4,20,872,"4,272",4.9,35,38,328.6,both,ACC,7-6,13,2022
98,27,TCU,"1,020","6,825",6.69,70,455.0,94,"1,072","6,123",5.71,54,55,408.2,both,Big 12,13-2,15,2022
99,98,Temple,802,"4,206",5.24,29,350.5,76,832,"4,694",5.64,42,44,391.2,both,AAC,3-9,12,2022
100,1,Tennessee,945,"6,832",7.23,78,525.5,90,991,"5,269",5.32,36,37,405.3,both,SEC,11-2,13,2022
101,34,Texas,875,"5,584",6.38,51,429.5,53,970,"4,789",4.94,32,33,368.4,both,Big 12,8-5,13,2022
102,92,Texas A&M,757,"4,331",5.72,30,360.9,51,847,"4,380",5.17,28,31,365.0,both,SEC,5-7,12,2022
103,112,Texas State,827,"3,902",4.72,28,325.2,48,822,"4,333",5.27,36,39,361.1,both,Sun Belt,4-8,12,2022
104,22,Texas Tech,"1,094","5,998",5.48,54,461.4,107,941,"5,532",5.88,41,45,425.5,both,Big 12,8-5,13,2022
105,53,Toledo,"1,020","5,637",5.53,54,402.6,17,952,"4,567",4.8,42,45,326.2,both,MAC,9-5,14,2022
106,94,Troy,897,"5,038",5.62,41,359.9,19,975,"4,583",4.7,29,29,327.4,both,Sun Belt,12-2,14,2022
107,30,Tulane,936,"6,179",6.6,64,441.4,46,"1,009","5,045",5.0,38,39,360.4,both,AAC,12-2,14,2022
108,45,Tulsa,843,"4,942",5.86,45,411.8,98,846,"4,971",5.88,41,47,414.2,both,AAC,5-7,12,2022
109,32,UAB,849,"5,697",6.71,47,438.2,47,879,"4,691",5.34,39,40,360.8,both,CUSA,7-6,13,2022
110,16,UCF,"1,066","6,574",6.17,57,469.6,68,942,"5,320",5.65,39,39,380.0,both,AAC,9-5,14,2022
111,4,UCLA,934,"6,547",7.01,65,503.6,89,930,"5,267",5.66,43,45,405.2,both,Pac-12,9-4,13,2022
112,123,UConn,801,"3,938",4.92,30,302.9,69,898,"4,946",5.51,39,43,380.5,both,FBS Independent,6-7,13,2022
113,111,ULM,750,"3,912",5.22,32,326.0,109,829,"5,133",6.19,46,53,427.8,both,Sun Belt,4-8,12,2022
114,97,UNLV,763,"4,225",5.54,33,352.1,71,839,"4,599",5.48,40,41,383.2,both,Mountain West,5-7,12,2022
115,69,UTEP,844,"4,618",5.47,29,384.8,39,721,"4,230",5.87,36,41,352.5,both,CUSA,5-7,12,2022
116,12,UTSA,"1,046","6,664",6.37,62,476.0,73,977,"5,421",5.55,42,44,387.2,both,CUSA,11-3,14,2022
117,17,Utah,"1,006","6,536",6.5,69,466.9,26,807,"4,677",5.8,38,38,334.1,both,Pac-12,10-4,14,2022
118,95,Utah State,948,"4,606",4.86,32,354.3,82,902,"5,189",5.75,46,49,399.2,both,Mountain West,6-7,13,2022
119,100,Vanderbilt,791,"4,167",5.27,35,347.2,122,796,"5,536",6.95,54,56,461.3,both,SEC,5-7,12,2022
120,102,Virginia,670,"3,441",5.14,20,344.1,43,719,"3,576",4.97,22,26,357.6,both,ACC,3-7,10,2022
121,119,Virginia Tech,734,"3,448",4.7,24,313.5,55,755,"4,074",5.4,28,31,370.4,both,ACC,3-8,11,2022
122,29,Wake Forest,978,"5,751",5.88,60,442.4,92,931,"5,284",5.68,43,45,406.5,both,ACC,8-5,13,2022
123,2,Washington,975,"6,705",6.88,65,515.8,59,866,"4,845",5.59,40,42,372.7,both,Pac-12,11-2,13,2022
124,93,Washington State,867,"4,689",5.41,41,360.7,85,895,"5,230",5.84,36,38,402.3,both,Pac-12,7-6,13,2022
125,56,West Virginia,870,"4,788",5.5,44,399.0,97,820,"4,947",6.03,46,50,412.2,both,Big 12,5-7,12,2022
126,7,Western Ky.,"1,037","6,962",6.71,58,497.3,72,"1,025","5,372",5.24,38,39,383.7,both,CUSA,9-5,14,2022
127,124,Western Mich.,800,"3,623",4.53,24,301.9,38,778,"4,226",5.43,33,34,352.2,both,MAC,5-7,12,2022
128,90,Wisconsin,827,"4,727",5.72,42,363.6,10,819,"3,945",4.82,32,33,303.5,both,Big Ten,7-6,13,2022
129,118,Wyoming,783,"4,077",5.21,27,313.6,56,900,"4,816",5.35,36,37,370.5,both,Mountain West,7-6,13,2022
