,Rank_offense,Team,Plays_offense,YDS_offense,Yds/Play_offense,Off TDs_offense,YPG_offense,Rank_defense,Plays_defense,YDS_defense,Yds/Play_defense,Off TDs_defense,Opp TDs,YPG_defense,_merge,Conference,Win_Loss,Games,starting_year
26,46,East Carolina,900,"5,162",5.74,34,430.2,119,864,"5,632",6.52,52,53,469.3,both,AAC,4-8,12,2019
27,67,Eastern Mich.,883,"5,271",5.97,48,405.5,94,922,"5,596",6.07,51,52,430.5,both,MAC,6-7,13,2019
28,91,FIU,877,"4,902",5.59,37,377.1,69,898,"5,117",5.7,42,43,393.6,both,C-USA,6-7,13,2019
29,23,Fla. Atlantic,"1,053","6,280",5.96,62,448.6,50,979,"5,239",5.35,40,41,374.2,both,C-USA,11-3,14,2019
30,45,Florida,865,"5,597",6.47,54,430.5,9,809,"3,963",4.9,23,23,304.8,both,SEC,11-2,13,2019
31,60,Florida State,909,"5,308",5.84,48,408.3,90,"1,039","5,514",5.31,37,40,424.2,both,ACC,6-7,13,2019
32,85,Fresno State,767,"4,632",6.04,44,386.0,88,879,"5,037",5.73,44,46,419.8,both,Mountain West,4-8,12,2019
33,118,Ga. Southern,821,"4,260",5.19,38,327.7,55,871,"4,929",5.66,46,47,379.2,both,Sun Belt,7-6,13,2019
34,61,Georgia,940,"5,713",6.08,47,408.1,3,900,"3,860",4.29,18,20,275.7,both,SEC,12-2,14,2019
35,31,Georgia State,981,"5,718",5.83,52,439.8,112,886,"5,922",6.68,60,62,455.5,both,Sun Belt,7-6,13,2019
36,127,Georgia Tech,717,"3,436",4.79,26,286.3,89,870,"5,075",5.83,45,49,422.9,both,ACC,3-9,12,2019
37,13,Hawaii,"1,056","7,065",6.69,63,471.0,96,"1,029","6,470",6.29,60,61,431.3,both,Mountain West,10-5,15,2019
38,78,Houston,780,"4,698",6.02,39,391.5,118,824,"5,610",6.81,53,54,467.5,both,AAC,4-8,12,2019
39,115,Illinois,857,"4,283",5.0,38,329.5,77,949,"5,310",5.6,40,41,408.5,both,Big Ten,6-7,13,2019
40,41,Indiana,940,"5,626",5.99,48,432.8,36,853,"4,579",5.37,37,39,352.2,both,Big Ten,8-5,13,2019
41,99,Iowa,864,"4,765",5.52,33,366.5,12,835,"4,007",4.8,20,21,308.2,both,Big Ten,10-3,13,2019
42,27,Iowa State,896,"5,776",6.45,51,444.3,45,896,"4,801",5.36,35,39,369.3,both,Big 12,7-6,13,2019
43,90,Kansas,773,"4,527",5.86,35,377.3,122,927,"5,702",6.15,54,56,475.2,both,Big 12,3-9,12,2019
44,103,Kansas State,841,"4,666",5.55,41,358.9,44,776,"4,789",6.17,31,31,368.4,both,Big 12,8-5,13,2019
45,66,Kent State,905,"5,273",5.83,41,405.6,121,974,"6,155",6.32,52,52,473.5,both,MAC,7-6,13,2019
46,76,Kentucky,830,"5,102",6.15,45,392.5,21,796,"4,220",5.3,30,32,324.6,both,SEC,8-5,13,2019
47,1,LSU,"1,080","8,526",7.89,93,568.4,31,"1,008","5,153",5.11,39,42,343.5,both,SEC,15-0,15,2019
48,32,Liberty,887,"5,712",6.44,54,439.4,80,926,"5,319",5.74,45,46,409.2,both,FBS Independent,8-5,13,2019
49,8,Louisiana,987,"6,918",7.01,69,494.1,47,955,"5,205",5.45,32,33,371.8,both,Sun Belt,11-3,14,2019
50,35,Louisiana Tech,933,"5,679",6.09,48,436.8,53,941,"4,910",5.22,33,35,377.7,both,C-USA,10-3,13,2019
51,24,Louisville,871,"5,815",6.68,55,447.3,102,904,"5,719",6.33,58,58,439.9,both,ACC,8-5,13,2019
52,73,Marshall,887,"5,119",5.77,37,393.8,57,891,"4,935",5.54,39,41,379.6,both,C-USA,8-5,13,2019
53,109,Maryland,767,"4,121",5.37,39,343.4,109,906,"5,390",5.95,50,53,449.2,both,Big Ten,3-9,12,2019
54,126,Massachusetts,822,"3,517",4.28,29,293.1,130,867,"6,734",7.77,82,86,561.2,both,FBS Independent,1-11,12,2019
55,10,Memphis,992,"6,791",6.85,65,485.1,61,999,"5,369",5.37,42,45,383.5,both,AAC,12-2,14,2019
56,98,Miami,844,"4,774",5.66,43,367.2,13,849,"4,028",4.74,29,30,309.8,both,FL ,6-7,13,2019
57,122,Miami,870,"4,328",4.97,33,309.1,60,"1,014","5,347",5.27,50,52,381.9,both,OH ,8-6,14,2019
58,68,Michigan,905,"5,220",5.77,51,401.5,11,846,"3,994",4.72,36,37,307.2,both,Big Ten,9-4,13,2019
59,95,Michigan State,932,"4,835",5.19,29,371.9,18,843,"4,181",4.96,35,37,321.6,both,Big Ten,7-6,13,2019
60,59,Middle Tenn.,771,"4,900",6.36,40,408.3,114,888,"5,512",6.21,42,43,459.3,both,C-USA,4-8,12,2019
61,42,Minnesota,883,"5,616",6.36,56,432.0,10,787,"3,986",5.06,32,37,306.6,both,Big Ten,11-2,13,2019
62,70,Mississippi State,844,"5,201",6.16,46,400.1,73,824,"5,189",6.3,47,49,399.2,both,SEC,6-7,13,2019
63,93,Missouri,852,"4,491",5.27,31,374.3,14,771,"3,744",4.86,27,28,312.0,both,SEC,6-6,12,2019
64,88,NC State,881,"4,563",5.18,28,380.3,72,857,"4,787",5.59,45,46,398.9,both,ACC,4-8,12,2019
65,104,NIU,824,"4,304",5.22,29,358.7,63,763,"4,638",6.08,43,43,386.5,both,MAC,5-7,12,2019
66,19,Navy,877,"5,925",6.76,62,455.8,16,777,"4,084",5.26,32,36,314.2,both,AAC,11-2,13,2019
67,55,Nebraska,867,"4,990",5.76,39,415.8,64,832,"4,666",5.61,39,41,388.8,both,Big Ten,5-7,12,2019
68,101,Nevada,946,"4,749",5.02,30,365.3,75,857,"5,201",6.07,49,52,400.1,both,Mountain West,7-6,13,2019
69,69,New Mexico,832,"4,803",5.77,33,400.3,129,868,"5,828",6.71,56,59,485.7,both,Mountain West,2-10,12,2019
70,102,New Mexico State,832,"4,333",5.21,31,361.1,126,875,"5,759",6.58,56,61,479.9,both,FBS Independent,2-10,12,2019
71,12,North Carolina,959,"6,162",6.43,52,474.0,49,893,"4,851",5.43,37,38,373.2,both,ACC,7-6,13,2019
72,54,North Texas,850,"5,023",5.91,44,418.6,81,860,"4,931",5.73,45,50,410.9,both,C-USA,4-8,12,2019
73,124,Northwestern,842,"3,565",4.23,23,297.1,25,796,"4,028",5.06,31,34,335.7,both,Big Ten,3-9,12,2019
74,43,Notre Dame,886,"5,608",6.33,57,431.4,18,894,"4,181",4.68,25,26,321.6,both,FBS Independent,11-2,13,2019
75,29,Ohio,861,"5,749",6.68,57,442.2,76,882,"5,248",5.95,42,43,403.7,both,MAC,7-6,13,2019
76,4,Ohio State,"1,069","7,419",6.94,87,529.9,1,881,"3,636",4.13,23,23,259.7,both,Big Ten,13-1,14,2019
77,3,Oklahoma,946,"7,527",7.96,74,537.6,38,886,"4,990",5.63,47,48,356.4,both,Big 12,12-2,14,2019
78,21,Oklahoma State,924,"5,901",6.39,50,453.9,82,926,"5,360",5.79,41,43,412.3,both,Big 12,8-5,13,2019
79,128,Old Dominion,810,"3,285",4.06,21,273.8,46,787,"4,453",5.66,42,45,371.1,both,C-USA,1-11,12,2019
80,26,Ole Miss,891,"5,343",6.0,40,445.3,85,859,"5,001",5.82,36,39,416.8,both,SEC,4-8,12,2019
81,40,Oregon,956,"6,063",6.34,61,433.1,22,973,"4,607",4.73,23,24,329.1,both,Pac-12,12-2,14,2019
82,58,Oregon State,830,"4,941",5.95,51,411.8,108,884,"5,348",6.05,49,52,445.7,both,Pac-12,5-7,12,2019
83,57,Penn State,885,"5,355",6.05,59,411.9,34,935,"4,504",4.82,23,23,346.5,both,Big Ten,11-2,13,2019
84,87,Pittsburgh,954,"4,946",5.18,28,380.5,15,905,"4,068",4.5,31,33,312.9,both,ACC,8-5,13,2019
85,75,Purdue,862,"4,718",5.47,38,393.2,100,869,"5,235",6.02,45,46,436.3,both,Big Ten,4-8,12,2019
86,125,Rice,753,"3,530",4.69,27,294.2,58,764,"4,563",5.97,37,40,380.3,both,C-USA,3-9,12,2019
87,129,Rutgers,735,"3,277",4.46,18,273.1,98,837,"5,203",6.22,54,59,433.6,both,Big Ten,2-10,12,2019
88,9,SMU,"1,037","6,368",6.14,70,489.8,107,"1,004","5,785",5.76,50,53,445.0,both,AAC,10-3,13,2019
89,110,San Diego State,933,"4,461",4.78,27,343.2,5,804,"3,741",4.65,18,19,287.8,both,Mountain West,10-3,13,2019
90,50,San Jose State,805,"5,129",6.37,43,427.4,106,918,"5,325",5.8,46,49,443.8,both,Mountain West,5-7,12,2019
91,113,South Alabama,791,"3,963",5.01,29,330.3,79,850,"4,905",5.77,39,44,408.8,both,Sun Belt,2-10,12,2019
92,96,South Carolina,862,"4,463",5.18,30,371.9,66,854,"4,719",5.53,32,37,393.3,both,SEC,4-8,12,2019
93,112,South Fla.,773,"3,970",5.14,33,330.8,71,887,"4,777",5.39,42,45,398.1,both,AAC,4-8,12,2019
94,20,Southern California,908,"5,920",6.52,53,455.4,78,928,"5,313",5.73,43,47,408.7,both,Pac-12,8-5,13,2019
95,63,Southern Miss.,872,"5,291",6.07,37,407.0,37,803,"4,583",5.71,41,44,352.5,both,C-USA,7-6,13,2019
96,97,Stanford,790,"4,415",5.59,26,367.9,93,819,"5,163",6.3,44,45,430.3,both,Pac-12,4-8,12,2019
97,71,Syracuse,909,"4,735",5.21,39,394.6,115,918,"5,569",6.07,47,47,464.1,both,ACC,5-7,12,2019
98,62,TCU,905,"4,892",5.41,38,407.7,27,769,"4,043",5.26,38,39,336.9,both,Big 12,5-7,12,2019
99,77,Temple,951,"5,096",5.36,42,392.0,54,996,"4,912",4.93,40,43,377.8,both,AAC,8-5,13,2019
100,100,Tennessee,821,"4,752",5.79,32,365.5,23,868,"4,348",5.01,31,34,334.5,both,SEC,8-5,13,2019
101,14,Texas,950,"6,056",6.37,58,465.8,97,918,"5,609",6.11,41,42,431.5,both,Big 12,8-5,13,2019
102,72,Texas A&M,881,"5,128",5.82,46,394.5,29,842,"4,423",5.25,32,35,340.2,both,SEC,8-5,13,2019
103,121,Texas State,768,"3,814",4.97,25,317.8,86,875,"5,005",5.72,49,51,417.1,both,Sun Belt,3-9,12,2019
104,11,Texas Tech,935,"5,691",6.09,44,474.3,127,874,"5,764",6.59,45,46,480.3,both,Big 12,4-8,12,2019
105,36,Toledo,856,"5,209",6.09,42,434.1,123,862,"5,708",6.62,50,50,475.7,both,MAC,6-6,12,2019
106,18,Troy,893,"5,475",6.13,49,456.3,99,840,"5,210",6.2,50,53,434.2,both,Sun Belt,5-7,12,2019
107,22,Tulane,948,"5,841",6.16,52,449.3,51,892,"4,901",5.49,41,43,377.0,both,AAC,7-6,13,2019
108,53,Tulsa,947,"5,036",5.32,38,419.7,70,835,"4,737",5.67,43,48,394.8,both,AAC,4-8,12,2019
109,105,UAB,896,"4,926",5.5,36,351.9,8,897,"4,226",4.71,35,38,301.9,both,C-USA,9-5,14,2019
110,2,UCF,"1,016","7,026",6.92,70,540.5,32,985,"4,499",4.57,31,36,346.1,both,AAC,10-3,13,2019
111,65,UCLA,916,"4,868",5.31,40,405.7,113,816,"5,475",6.71,53,55,456.3,both,Pac-12,4-8,12,2019
112,108,UConn,810,"4,136",5.11,27,344.7,116,800,"5,602",7.0,62,67,466.8,both,AAC,2-10,12,2019
113,17,ULM,868,"5,531",6.37,50,460.9,128,865,"5,802",6.71,56,61,483.5,both,Sun Belt,5-7,12,2019
114,92,UNLV,831,"4,492",5.41,37,374.3,105,848,"5,308",6.26,44,49,442.3,both,Mountain West,4-8,12,2019
115,116,UTEP,768,"3,950",5.14,27,329.2,95,765,"5,170",6.76,52,54,430.8,both,C-USA,1-11,12,2019
116,107,UTSA,819,"4,139",5.05,28,344.9,92,790,"5,149",6.52,49,51,429.1,both,C-USA,4-8,12,2019
117,48,Utah,912,"6,006",6.59,54,429.0,2,813,"3,769",4.64,25,25,269.2,both,Pac-12,11-3,14,2019
118,44,Utah State,965,"5,607",5.81,40,431.3,103,"1,016","5,727",5.64,49,53,440.5,both,Mountain West,7-6,13,2019
119,123,Vanderbilt,744,"3,592",4.83,21,299.3,101,798,"5,239",6.57,48,50,436.6,both,SEC,3-9,12,2019
120,81,Virginia,962,"5,445",5.66,51,388.9,48,906,"5,206",5.75,46,48,371.9,both,ACC,9-5,14,2019
121,86,Virginia Tech,883,"5,007",5.67,46,385.2,42,898,"4,723",5.26,39,41,363.3,both,ACC,8-5,13,2019
122,15,Wake Forest,"1,055","6,032",5.72,49,464.0,84,936,"5,414",5.78,42,47,416.5,both,ACC,8-5,13,2019
123,79,Washington,872,"5,086",5.83,48,391.2,35,887,"4,532",5.11,28,30,348.6,both,Pac-12,8-5,13,2019
124,7,Washington State,920,"6,568",7.14,62,505.2,111,886,"5,882",6.64,50,53,452.5,both,Pac-12,6-7,13,2019
125,119,West Virginia,788,"3,863",4.9,28,321.9,74,874,"4,792",5.48,40,43,399.3,both,Big 12,5-7,12,2019
126,84,Western Ky.,900,"5,041",5.6,38,387.8,24,835,"4,361",5.22,28,32,335.5,both,C-USA,9-4,13,2019
127,25,Western Mich.,916,"5,794",6.33,56,445.7,87,932,"5,456",5.85,39,40,419.7,both,MAC,7-6,13,2019
128,38,Wisconsin,963,"6,065",6.3,56,433.2,4,839,"4,020",4.79,29,30,287.1,both,Big Ten,10-4,14,2019
129,106,Wyoming,831,"4,562",5.49,38,350.9,43,941,"4,729",5.03,25,25,363.8,both,Mountain West,8-5,13,2019
