Rank,Team,G,W-L,Plays,YDS,Yds/Play,Off TDs,Opp TDs,YPG
79,Arkansas (SEC),12,2-10,827,"4,958",6.00,47,53,413.2
80,Florida St. (ACC),12,5-7,954,"4,996",5.24,46,47,416.3
81,Kansas (Big 12),12,3-9,829,"5,022",6.06,44,46,418.5
82,Western Ky. (C-USA),12,3-9,862,"5,059",5.87,36,37,421.6
83,Indiana (Big Ten),12,5-7,848,"5,085",6.00,44,45,423.8
84,South Carolina (SEC),13,7-6,991,"5,516",5.57,41,42,424.3
85,Baylor (Big 12),13,7-6,852,"5,532",6.49,50,51,425.5
86,Navy (AAC),13,3-10,850,"5,543",6.52,57,60,426.4
87,Syracuse (ACC),13,10-3,951,"5,545",5.83,40,42,426.5
88,Fla. Atlantic (C-USA),12,5-7,863,"5,129",5.94,49,52,427.4
89,Memphis (AAC),14,8-6,"1,069","5,994",5.61,56,59,428.1
90,ULM (Sun Belt),12,6-6,817,"5,157",6.31,44,49,429.8
91,SMU (AAC),12,5-7,931,"5,158",5.54,45,54,429.8
92,Arizona (Pac-12),12,5-7,904,"5,184",5.73,51,52,432
93,Toledo (MAC),13,7-6,963,"5,620",5.84,51,54,432.3
94,Nebraska (Big Ten),12,4-8,895,"5,202",5.81,44,47,433.5
95,UCF (AAC),13,12-1,"1,031","5,638",5.47,33,35,433.7
96,UTSA (C-USA),12,3-9,815,"5,226",6.41,45,47,435.5
97,Louisiana (Sun Belt),14,7-7,966,"6,102",6.32,59,62,435.9
98,Virginia Tech (ACC),13,6-7,892,"5,703",6.39,51,53,438.7
99,Vanderbilt (SEC),13,6-7,929,"5,706",6.14,41,41,438.9
100,Hawaii (Mountain West),14,8-6,977,"6,156",6.30,63,65,439.7
101,East Carolina (AAC),12,3-9,859,"5,278",6.14,53,58,439.8
102,UCLA (Pac-12),12,3-9,891,"5,339",5.99,50,52,444.9
103,Rice (C-USA),13,2-11,842,"5,799",6.89,59,62,446.1
104,South Fla. (AAC),13,7-6,994,"5,806",5.84,51,53,446.6
105,North Carolina (ACC),11,2-9,823,"4,924",5.98,45,49,447.6
106,Bowling Green (MAC),12,3-9,834,"5,377",6.45,63,66,448.1
107,South Alabama (Sun Belt),12,3-9,804,"5,384",6.70,59,61,448.7
108,Texas Tech (Big 12),12,5-7,905,"5,387",5.95,44,47,448.9
109,Ball St. (MAC),12,4-8,913,"5,403",5.92,49,51,450.3
110,Coastal Carolina (Sun Belt),12,5-7,741,"5,410",7.30,52,53,450.8
111,Colorado St. (Mountain West),12,3-9,798,"5,423",6.80,50,56,451.9
112,Oklahoma St. (Big 12),13,7-6,974,"5,882",6.04,53,55,452.5
113,Purdue (Big Ten),13,6-7,982,"5,884",5.99,47,49,452.6
114,Oklahoma (Big 12),14,12-2,"1,036","6,353",6.13,61,62,453.8
115,UNLV (Mountain West),12,4-8,843,"5,450",6.47,53,55,454.2
116,Wake Forest (ACC),13,7-6,"1,015","5,962",5.87,57,59,458.6
117,Kent St. (MAC),12,2-10,895,"5,607",6.26,58,60,467.3
118,Old Dominion (C-USA),12,4-8,906,"5,657",6.24,56,59,471.4
119,New Mexico (Mountain West),12,3-9,898,"5,676",6.32,53,56,473
120,New Mexico St. (FBS Independent),12,3-9,961,"5,711",5.94,58,63,475.9
121,Ole Miss (SEC),12,5-7,918,"5,801",6.32,51,54,483.4
122,Louisville (ACC),12,2-10,843,"5,802",6.88,65,71,483.5
123,Massachusetts (FBS Independent),12,4-8,846,"5,817",6.88,63,68,484.8
124,Georgia St. (Sun Belt),12,2-10,760,"5,874",7.73,56,58,489.5
125,San Jose St. (Mountain West),12,1-11,955,"5,941",6.22,54,57,495.1
126,Houston (AAC),13,8-5,"1,087","6,454",5.94,61,62,496.5
127,Illinois (Big Ten),12,4-8,866,"6,100",7.04,61,64,508.3
128,Oregon St. (Pac-12),12,2-10,868,"6,441",7.42,70,76,536.8
129,UConn (AAC),12,1-11,841,"7,409",8.81,78,81,617.4
